timestamp,Fx,Fy,Fz,Mx,My,Mz
2022-12-19 16:07:23.5445079 +0300 EAT m=+2547.422141601,-0.3098055,-0.08793477,-1.1108629,-164.34885,-73.031425,-9.087663
2022-12-19 16:07:23.6424123 +0300 EAT m=+2547.520046001,-0.40441436,-0.20053093,-1.3098539,-191.60608,-88.32307,-10.39864
2022-12-19 16:07:23.7438671 +0300 EAT m=+2547.621500801,-0.29552948,-0.08830147,-1.1616681,-172.2139,-76.02112,-9.52709
2022-12-19 16:07:23.8438181 +0300 EAT m=+2547.721451801,-0.13322988,0.08932409,-0.90888184,-137.39134,-56.782574,-7.978745
2022-12-19 16:07:23.9460885 +0300 EAT m=+2547.823722201,-0.41251165,-0.2137298,-1.3239449,-193.88829,-89.05498,-10.477827
2022-12-19 16:07:24.0467347 +0300 EAT m=+2547.924368401,-0.20994301,0.011899615,-1.01398,-151.01064,-65.64131,-8.602605
2022-12-19 16:07:24.1529652 +0300 EAT m=+2548.030598901,0.13693964,0.3797705,-0.4663046,-77.27324,-22.255678,-5.2074823
2022-12-19 16:07:24.2562227 +0300 EAT m=+2548.133856401,-0.5731055,-0.44379607,-1.8222376,-265.5778,-123.89501,-13.966409
2022-12-19 16:07:24.348209 +0300 EAT m=+2548.225842701,-0.38531163,-0.19425896,-1.4152827,-206.5467,-95.90703,-11.318114
2022-12-19 16:07:24.450778 +0300 EAT m=+2548.328411701,0.006630322,0.24201345,-0.682341,-106.391235,-39.336082,-6.5711985
2022-12-19 16:07:24.550607 +0300 EAT m=+2548.428240701,-0.25855753,-0.027719837,-1.0743281,-157.25433,-72.30447,-8.962792
2022-12-19 16:07:24.6533677 +0300 EAT m=+2548.531001401,-0.15157814,0.083352245,-0.9247243,-138.07393,-59.487846,-8.077879
2022-12-19 16:07:24.7601846 +0300 EAT m=+2548.637818301,-0.9760252,-0.7862065,-2.20555,-311.35782,-160.11682,-15.991261
2022-12-19 16:07:24.853688 +0300 EAT m=+2548.731321701,-0.60973954,-0.36656737,-1.508634,-215.2249,-107.22627,-11.483459
2022-12-19 16:07:24.9556255 +0300 EAT m=+2548.833259201,-0.8390874,-0.67134625,-2.0797389,-296.2185,-148.34074,-15.334984
2022-12-19 16:07:25.0607038 +0300 EAT m=+2548.938337501,-0.7815811,-0.59719,-1.9121741,-272.51212,-136.22414,-14.156348
2022-12-19 16:07:25.1574818 +0300 EAT m=+2549.035115501,-1.2973926,-1.1313939,-2.6044261,-365.65317,-191.1438,-18.21299
2022-12-19 16:07:25.2588061 +0300 EAT m=+2549.136439801,-1.1131656,-0.9090792,-2.235558,-313.984,-163.9375,-15.8187475
2022-12-19 16:07:25.3582682 +0300 EAT m=+2549.235901901,0.030468518,0.3134176,-0.44312716,-70.42635,-24.171669,-4.750188
2022-12-19 16:07:25.4672281 +0300 EAT m=+2549.344861801,-0.17743544,0.024883507,-1.014735,-151.83276,-64.97601,-8.664508
2022-12-19 16:07:25.5609977 +0300 EAT m=+2549.438631401,-0.9617493,-0.79082245,-2.2454505,-317.03534,-162.96552,-16.321272
2022-12-19 16:07:25.6663998 +0300 EAT m=+2549.544033501,-0.7067665,-0.4604522,-1.6524065,-233.21153,-119.98636,-12.37118
2022-12-19 16:07:25.7653897 +0300 EAT m=+2549.643023401,-0.888588,-0.70965755,-2.0618126,-292.367,-148.37361,-15.041947
2022-12-19 16:07:25.8639156 +0300 EAT m=+2549.741549301,-0.5696763,-0.35094345,-1.5186335,-217.51868,-107.06363,-11.635477
2022-12-19 16:07:25.9655271 +0300 EAT m=+2549.843160801,-0.25264522,0.048038505,-0.83564025,-121.42349,-57.11771,-7.152901
2022-12-19 16:07:26.0646753 +0300 EAT m=+2549.942309001,-0.5787312,-0.32005545,-1.3987992,-198.91434,-100.05682,-10.696943
2022-12-19 16:07:26.1717897 +0300 EAT m=+2550.049423401,-0.44852886,-0.19544664,-1.2033643,-173.67226,-83.5051,-9.475285
2022-12-19 16:07:26.2690435 +0300 EAT m=+2550.146677201,-0.44531882,-0.16364485,-1.0939469,-157.28271,-76.50826,-8.637347
2022-12-19 16:07:26.3704641 +0300 EAT m=+2550.248097801,-0.4295852,-0.13221349,-1.0308539,-147.23169,-73.07079,-8.194137
2022-12-19 16:07:26.471573 +0300 EAT m=+2550.349206701,-0.3874355,-0.08758088,-1.0093977,-144.03383,-71.672066,-8.159386
2022-12-19 16:07:26.5720168 +0300 EAT m=+2550.449650501,-0.6526467,-0.40653592,-1.533638,-217.6709,-110.13453,-11.553336
2022-12-19 16:07:26.6803116 +0300 EAT m=+2550.557945301,-0.731649,-0.46283257,-1.5512105,-218.70279,-112.874214,-11.4958515
2022-12-19 16:07:26.779966 +0300 EAT m=+2550.657599701,0.027281351,0.3646285,-0.32002443,-50.587074,-17.696651,-3.841231
2022-12-19 16:07:26.9020336 +0300 EAT m=+2550.779667301,0.03914756,0.34176087,-0.4169066,-66.53066,-22.457695,-4.614073
2022-12-19 16:07:26.9775866 +0300 EAT m=+2550.855220301,-0.42119464,-0.18324049,-1.20352,-175.20383,-82.00218,-9.533265
2022-12-19 16:07:27.0764839 +0300 EAT m=+2550.954117601,-0.31370977,-0.07553486,-1.0422177,-153.0584,-69.65261,-8.530499
2022-12-19 16:07:27.1790435 +0300 EAT m=+2551.056677201,-0.24305251,0.028434739,-0.85145074,-125.42795,-56.49506,-7.244269
2022-12-19 16:07:27.2795483 +0300 EAT m=+2551.157182001,-0.6824841,-0.40466753,-1.4324718,-201.7186,-104.47218,-10.679203
2022-12-19 16:07:27.3812737 +0300 EAT m=+2551.258907401,-0.654724,-0.41067058,-1.5640112,-221.27036,-113.02631,-11.792982
2022-12-19 16:07:27.4833484 +0300 EAT m=+2551.360982101,-0.603975,-0.34447387,-1.4216503,-201.49854,-102.36228,-10.804321
2022-12-19 16:07:27.589649 +0300 EAT m=+2551.467282701,-0.72805804,-0.4150122,-1.4610897,-202.13412,-110.17724,-10.84942
2022-12-19 16:07:27.6800435 +0300 EAT m=+2551.557677201,-0.8351677,-0.5440188,-1.6694392,-231.85666,-125.00689,-12.194085
2022-12-19 16:07:27.7923982 +0300 EAT m=+2551.670031901,-1.471703,-1.2875079,-2.837768,-394.44266,-212.25763,-19.633654
2022-12-19 16:07:27.8844989 +0300 EAT m=+2551.762132601,-0.6094326,-0.4003808,-1.6155231,-231.20178,-114.09601,-12.29493
2022-12-19 16:07:27.9829037 +0300 EAT m=+2551.860537401,-0.31246844,-0.04838128,-1.0067202,-146.98164,-68.13852,-8.30356
2022-12-19 16:07:28.0846919 +0300 EAT m=+2551.962325601,-0.12660503,0.1685779,-0.66771144,-98.87899,-43.747368,-6.1426377
2022-12-19 16:07:28.1889516 +0300 EAT m=+2552.066585301,-0.56413597,-0.29498938,-1.3233975,-187.25998,-95.59428,-10.131023
2022-12-19 16:07:28.2879402 +0300 EAT m=+2552.165573901,-0.560452,-0.24937128,-1.1938179,-166.80763,-88.34948,-9.155181
2022-12-19 16:07:28.3875738 +0300 EAT m=+2552.265207501,-0.3587264,0.01085816,-0.7766563,-107.52325,-58.430244,-6.4653935
2022-12-19 16:07:28.4908138 +0300 EAT m=+2552.368447501,-0.4236671,-0.09458675,-1.0110159,-141.71712,-74.33866,-8.121534
2022-12-19 16:07:28.6102501 +0300 EAT m=+2552.487883801,-0.31744063,0.03344482,-0.76084304,-106.731415,-55.835777,-6.4236045
2022-12-19 16:07:28.6909099 +0300 EAT m=+2552.568543601,-0.22963892,0.15912206,-0.53412586,-73.65717,-40.435013,-4.9010777
2022-12-19 16:07:28.7964266 +0300 EAT m=+2552.674060301,-0.87535673,-0.53351057,-1.5728033,-214.71774,-121.498314,-11.367743
2022-12-19 16:07:28.8970053 +0300 EAT m=+2552.774639001,-0.729651,-0.41847637,-1.4572775,-202.47887,-109.01836,-10.812232
2022-12-19 16:07:28.9963849 +0300 EAT m=+2552.874018601,-0.36811227,-0.03559345,-0.904514,-128.33829,-64.94444,-7.426161
2022-12-19 16:07:29.0981435 +0300 EAT m=+2552.975777201,-0.36690158,-0.0068123187,-0.8251361,-114.88593,-61.43043,-6.824203
2022-12-19 16:07:29.1991273 +0300 EAT m=+2553.076761001,-0.5146853,-0.13082843,-0.92771906,-126.61584,-71.65545,-7.25155
2022-12-19 16:07:29.3038922 +0300 EAT m=+2553.181525901,-0.6424697,-0.3060298,-1.2099922,-167.80675,-90.82327,-9.08477
2022-12-19 16:07:29.3988474 +0300 EAT m=+2553.276481101,-0.42955408,-0.09468857,-0.964637,-134.84534,-71.30116,-7.723846
2022-12-19 16:07:29.4990538 +0300 EAT m=+2553.376687501,-0.46815333,-0.16455485,-1.151717,-161.93588,-84.20149,-9.091889
2022-12-19 16:07:29.5980849 +0300 EAT m=+2553.475718601,-0.7798011,-0.470065,-1.5815318,-218.59077,-119.470474,-11.683569
2022-12-19 16:07:29.7007972 +0300 EAT m=+2553.578430901,-0.048698958,0.34837905,-0.31488436,-44.178795,-23.015955,-3.6825783
2022-12-19 16:07:29.8024625 +0300 EAT m=+2553.680096201,0.22058965,0.5703464,-0.090184085,-18.157412,-0.9606836,-2.5765214
2022-12-19 16:07:29.9054585 +0300 EAT m=+2553.783092201,-0.21750557,0.1012968,-0.7781935,-111.35548,-54.898182,-6.8240366
2022-12-19 16:07:30.006324 +0300 EAT m=+2553.883957701,-0.93684185,-0.6214226,-1.718435,-236.92128,-130.43407,-12.329023
2022-12-19 16:07:30.1048622 +0300 EAT m=+2553.982495901,-0.3153936,0.06030179,-0.6886878,-96.87008,-50.272957,-5.8949027
2022-12-19 16:07:30.2047596 +0300 EAT m=+2554.082393301,-0.46990106,-0.10355219,-0.88400257,-122.75486,-66.16636,-6.9944534
2022-12-19 16:07:30.3065632 +0300 EAT m=+2554.184196901,-0.25531054,0.09219905,-0.655908,-93.339355,-46.78959,-5.741653
2022-12-19 16:07:30.4104033 +0300 EAT m=+2554.288037001,0.14107412,0.5223561,-0.078750394,-14.434912,-2.2554107,-2.2932453
2022-12-19 16:07:30.5127424 +0300 EAT m=+2554.390376101,-0.12620059,0.2733325,-0.42407268,-58.33615,-32.21,-4.347595
2022-12-19 16:07:30.6085571 +0300 EAT m=+2554.486190801,-0.8054258,-0.5088703,-1.6225814,-224.74168,-122.10064,-11.909067
2022-12-19 16:07:30.7162608 +0300 EAT m=+2554.593894501,-0.2903878,0.03355018,-0.8240812,-117.73775,-58.339443,-6.983949
2022-12-19 16:07:30.8466421 +0300 EAT m=+2554.724275801,-0.39014858,-0.06701532,-1.0361538,-144.92029,-76.49909,-8.426532
2022-12-19 16:07:30.9503898 +0300 EAT m=+2554.828023501,-1.0961685,-0.83277047,-2.1608305,-298.66788,-163.27008,-15.386077
2022-12-19 16:07:31.030648 +0300 EAT m=+2554.908281701,-1.4532428,-1.1554333,-2.5298765,-345.08466,-195.79929,-17.38373
2022-12-19 16:07:31.1206077 +0300 EAT m=+2554.998241401,-0.46397597,-0.11858441,-1.0262908,-142.85922,-76.46789,-8.157829
2022-12-19 16:07:31.2154973 +0300 EAT m=+2555.093131001,-0.53349775,-0.252502,-1.2926458,-182.77567,-93.49665,-10.007028
2022-12-19 16:07:31.317089 +0300 EAT m=+2555.194722701,-0.6044888,-0.3929997,-1.6280575,-231.99142,-115.98317,-12.418245
2022-12-19 16:07:31.424953 +0300 EAT m=+2555.302586701,-0.43178356,-0.17306226,-1.2483132,-178.53891,-88.23738,-9.918815
2022-12-19 16:07:31.5194001 +0300 EAT m=+2555.397033801,-0.16492203,0.11742745,-0.80625325,-118.96559,-53.276043,-7.154035
2022-12-19 16:07:31.6178466 +0300 EAT m=+2555.495480301,-0.4208909,-0.17516689,-1.2552245,-180.98158,-87.27082,-9.985141
2022-12-19 16:07:31.7326611 +0300 EAT m=+2555.610294801,-0.94154656,-0.77653897,-2.2420297,-317.00232,-162.2633,-16.345266
2022-12-19 16:07:31.8208841 +0300 EAT m=+2555.698517801,-0.53967345,-0.3686031,-1.6377056,-237.52696,-112.49893,-12.6248865
2022-12-19 16:07:31.9316114 +0300 EAT m=+2555.809245101,-0.63556015,-0.45074078,-1.6816536,-242.24281,-117.19715,-12.70762
2022-12-19 16:07:32.023012 +0300 EAT m=+2555.900645701,-0.12760387,0.09779872,-0.88343984,-133.2476,-55.488243,-7.7866693
2022-12-19 16:07:32.1259605 +0300 EAT m=+2556.003594201,-0.40169266,-0.22125706,-1.4002516,-205.06003,-94.188835,-11.108804
2022-12-19 16:07:32.2281446 +0300 EAT m=+2556.105778301,-0.5861854,-0.41477904,-1.6532865,-239.6774,-113.69038,-12.602168
2022-12-19 16:07:32.3246947 +0300 EAT m=+2556.202328401,-0.22687376,0.009757634,-0.958147,-142.69003,-62.03344,-8.113863
2022-12-19 16:07:32.4319238 +0300 EAT m=+2556.309557501,0.25897166,0.52417034,-0.25172323,-46.498585,-7.1424603,-3.8600972
2022-12-19 16:07:32.5273274 +0300 EAT m=+2556.404961101,0.09126477,0.32470343,-0.5874488,-93.334496,-32.09447,-6.0464396
2022-12-19 16:07:32.6280918 +0300 EAT m=+2556.505725501,-0.1877327,0.0340167,-0.98242277,-146.50119,-63.40194,-8.408766
2022-12-19 16:07:32.7299858 +0300 EAT m=+2556.607619501,0.097307324,0.3027171,-0.59885037,-97.16103,-30.70813,-6.0950704
2022-12-19 16:07:32.8297973 +0300 EAT m=+2556.707431001,-0.033295326,0.16964659,-0.7781854,-120.24946,-45.975574,-7.155843
2022-12-19 16:07:32.9817589 +0300 EAT m=+2556.859392601,-0.48621336,-0.34519935,-1.5895281,-232.8166,-106.90694,-12.32023
2022-12-19 16:07:33.0781114 +0300 EAT m=+2556.955745101,-0.55457175,-0.3751446,-1.6137949,-233.07115,-111.84849,-12.389978
2022-12-19 16:07:33.1765321 +0300 EAT m=+2557.054165801,-1.1270037,-1.0217097,-2.6559775,-376.4034,-191.37462,-19.062458
2022-12-19 16:07:33.2419116 +0300 EAT m=+2557.119545301,-1.00076,-0.86584127,-2.383698,-338.08633,-171.4723,-17.265879
2022-12-19 16:07:33.3354865 +0300 EAT m=+2557.213120201,-0.21239255,0.0024822203,-1.1181378,-164.99332,-73.91655,-9.45142
2022-12-19 16:07:33.4351193 +0300 EAT m=+2557.312753001,-0.2639972,-0.023889637,-1.0783128,-157.58209,-72.8274,-9.004311
2022-12-19 16:07:33.5378163 +0300 EAT m=+2557.415450001,-0.7527953,-0.5853166,-1.9512157,-278.73148,-138.34258,-14.53794
2022-12-19 16:07:33.6406707 +0300 EAT m=+2557.518304401,-0.29083198,-0.1369034,-1.3305441,-197.99461,-86.334564,-10.828685
2022-12-19 16:07:33.7438791 +0300 EAT m=+2557.621512801,0.14881139,0.38413402,-0.518911,-83.866196,-26.902077,-5.66496
2022-12-19 16:07:33.8398656 +0300 EAT m=+2557.717499301,0.5786251,0.88087064,0.25515673,23.784763,30.975735,-0.751709
2022-12-19 16:07:33.9410352 +0300 EAT m=+2557.818668901,-0.030277457,0.22494073,-0.7051174,-106.77439,-43.82635,-6.680544
2022-12-19 16:07:34.0412665 +0300 EAT m=+2557.918900201,-0.1823714,-0.013505631,-1.1560576,-173.52846,-73.485016,-9.7580385
2022-12-19 16:07:34.1484556 +0300 EAT m=+2558.026089301,-0.37835306,-0.2059025,-1.3601941,-200.34735,-90.33758,-10.830047
2022-12-19 16:07:34.2429984 +0300 EAT m=+2558.120632101,-0.40455166,-0.17426318,-1.2274429,-178.32246,-83.99256,-9.767069
2022-12-19 16:07:34.3458793 +0300 EAT m=+2558.223513001,0.021922985,0.2857736,-0.5554237,-86.55275,-32.046307,-5.6183352
2022-12-19 16:07:34.4476044 +0300 EAT m=+2558.325238101,-0.18150389,0.053625014,-0.8914259,-132.35283,-58.102974,-7.6893973
2022-12-19 16:07:34.5499732 +0300 EAT m=+2558.427606901,-0.9459845,-0.7513974,-2.0327094,-286.71045,-147.82451,-14.639541
2022-12-19 16:07:34.6488901 +0300 EAT m=+2558.526523801,-0.580042,-0.41889313,-1.6500003,-239.67404,-112.992195,-12.56752
2022-12-19 16:07:34.7528581 +0300 EAT m=+2558.630491801,0.33639163,0.5468278,-0.22221881,-46.66414,-0.66264534,-3.7355726
2022-12-19 16:07:34.8512742 +0300 EAT m=+2558.728907901,-0.16070144,0.03963892,-1.008245,-150.78162,-64.63642,-8.658636
2022-12-19 16:07:34.9496974 +0300 EAT m=+2558.827331101,-0.39449456,-0.2164715,-1.3676591,-199.73338,-92.55058,-10.844592
2022-12-19 16:07:35.0594257 +0300 EAT m=+2558.937059401,-0.6274278,-0.43868846,-1.6623511,-238.49419,-116.81885,-12.575921
2022-12-19 16:07:35.1523496 +0300 EAT m=+2559.029983301,-0.6313782,-0.3824546,-1.5017693,-212.21974,-108.770386,-11.356246
2022-12-19 16:07:35.2536917 +0300 EAT m=+2559.131325401,-0.101295635,0.1339724,-0.832663,-124.52311,-53.35461,-7.463039
2022-12-19 16:07:35.3635705 +0300 EAT m=+2559.241204201,-0.038169034,0.09568533,-1.0662159,-163.82875,-63.95583,-9.3948765
2022-12-19 16:07:35.4577684 +0300 EAT m=+2559.335402101,-0.016670872,0.15511738,-0.8886268,-136.94565,-52.879635,-8.0622225
2022-12-19 16:07:35.5629644 +0300 EAT m=+2559.440598101,0.0406508,0.26783556,-0.6600518,-102.38908,-38.568966,-6.4658513
2022-12-19 16:07:35.6568245 +0300 EAT m=+2559.534458201,-0.5163459,-0.34212703,-1.6897491,-242.4621,-118.67801,-13.136798
2022-12-19 16:07:35.7737187 +0300 EAT m=+2559.651352401,-0.79190093,-0.6031414,-1.9744897,-279.90396,-142.14961,-14.653331
2022-12-19 16:07:35.8663419 +0300 EAT m=+2559.743975601,-0.67688507,-0.5383604,-1.9595691,-282.15698,-136.68692,-14.791637
2022-12-19 16:07:35.9655732 +0300 EAT m=+2559.843206901,-0.22120458,-0.048227515,-1.2347635,-183.43556,-80.405136,-10.299239
2022-12-19 16:07:36.0625184 +0300 EAT m=+2559.940152101,-0.85136837,-0.69983315,-2.1023715,-299.2018,-150.20088,-15.436174
2022-12-19 16:07:36.1697534 +0300 EAT m=+2560.047387101,-0.83376235,-0.72437906,-2.2012622,-316.07318,-154.4632,-16.227562
2022-12-19 16:07:36.2651256 +0300 EAT m=+2560.142759301,-0.5114135,-0.33396012,-1.5870962,-229.37253,-109.83104,-12.302567
2022-12-19 16:07:36.3684079 +0300 EAT m=+2560.246041601,-0.07182969,0.107194714,-0.937805,-143.53635,-56.810284,-8.313733
2022-12-19 16:07:36.4947394 +0300 EAT m=+2560.372373101,0.23714143,0.4176384,-0.5155897,-87.7724,-22.273073,-5.7988667
2022-12-19 16:07:36.5658234 +0300 EAT m=+2560.443457101,-0.3432919,-0.2516682,-1.5985483,-237.87842,-103.74326,-12.753271
2022-12-19 16:07:36.6701127 +0300 EAT m=+2560.547746401,-0.7324175,-0.5898497,-1.9186817,-276.36227,-133.75964,-14.271481
2022-12-19 16:07:36.7692485 +0300 EAT m=+2560.646882201,-0.7293048,-0.5448481,-1.7874633,-255.634,-126.44082,-13.2794075
2022-12-19 16:07:36.8772828 +0300 EAT m=+2560.754916501,-0.29510313,-0.0647824,-1.113585,-163.1038,-74.85291,-9.1738825
2022-12-19 16:07:36.9690628 +0300 EAT m=+2560.846696501,0.06117819,0.29235664,-0.71585816,-110.00257,-42.87295,-7.017376
2022-12-19 16:07:37.0739431 +0300 EAT m=+2560.951576801,-0.30037555,-0.1466394,-1.4674481,-215.24495,-98.33999,-11.942191
2022-12-19 16:07:37.1704143 +0300 EAT m=+2561.048048001,-0.9107167,-0.7582362,-2.2515628,-318.87604,-162.42082,-16.495445
2022-12-19 16:07:37.2790849 +0300 EAT m=+2561.156718601,-1.2181741,-1.0375222,-2.6006079,-362.4195,-193.53775,-18.47054
2022-12-19 16:07:37.3727148 +0300 EAT m=+2561.250348501,-0.68346316,-0.56020683,-2.0390658,-292.97913,-142.8565,-15.3952265
2022-12-19 16:07:37.4764226 +0300 EAT m=+2561.354056301,-0.5138563,-0.3340313,-1.6243099,-233.7255,-113.43,-12.610663
2022-12-19 16:07:37.5829628 +0300 EAT m=+2561.460596501,-0.51939976,-0.37433997,-1.680008,-243.99197,-115.07322,-12.977198
2022-12-19 16:07:37.6765786 +0300 EAT m=+2561.554212301,-0.6503065,-0.50771964,-1.8633031,-268.78195,-129.48462,-14.078249
2022-12-19 16:07:37.7775116 +0300 EAT m=+2561.655145301,-0.71685135,-0.5739831,-1.9539233,-280.7019,-136.94598,-14.6186905
2022-12-19 16:07:37.8810456 +0300 EAT m=+2561.758679301,-0.2152011,-0.0673607,-1.3275963,-196.71085,-86.969696,-11.032442
2022-12-19 16:07:37.9798162 +0300 EAT m=+2561.857449901,-0.097968794,0.05779387,-1.086254,-165.25723,-66.820625,-9.420406
2022-12-19 16:07:38.0836781 +0300 EAT m=+2561.961311801,-0.3920741,-0.22889353,-1.4743947,-215.58458,-99.50787,-11.718356
2022-12-19 16:07:38.2303734 +0300 EAT m=+2562.108007101,-0.7906302,-0.71176594,-2.2894094,-328.9747,-160.3913,-17.03109
2022-12-19 16:07:38.281761 +0300 EAT m=+2562.159394701,-0.34809908,-0.20726861,-1.4975368,-219.66681,-100.36336,-12.000558
2022-12-19 16:07:38.3906275 +0300 EAT m=+2562.268261201,0.037543003,0.14631593,-1.0368408,-161.29663,-60.195957,-9.33543
2022-12-19 16:07:38.4844257 +0300 EAT m=+2562.362059401,-0.50406957,-0.4075771,-1.8381947,-267.49576,-125.37597,-14.232578
2022-12-19 16:07:38.595246 +0300 EAT m=+2562.472879701,-0.21434171,-0.09644786,-1.3614278,-202.82643,-88.08924,-11.242165
2022-12-19 16:07:38.6867122 +0300 EAT m=+2562.564345901,-0.09444127,-0.0018514005,-1.3156357,-199.12204,-81.9811,-11.198367
2022-12-19 16:07:38.7962992 +0300 EAT m=+2562.673932901,0.054018952,0.18566422,-0.9477575,-147.69498,-54.753777,-8.696576
2022-12-19 16:07:38.8878533 +0300 EAT m=+2562.765487001,-0.30538645,-0.20128949,-1.5768054,-232.33058,-104.63323,-12.715893
2022-12-19 16:07:38.9924354 +0300 EAT m=+2562.870069101,-0.7419652,-0.71939737,-2.4350195,-352.38754,-168.08957,-18.279768
2022-12-19 16:07:39.0904794 +0300 EAT m=+2562.968113101,-0.7297285,-0.71219826,-2.4155781,-350.41977,-165.9008,-18.146233
2022-12-19 16:07:39.1928301 +0300 EAT m=+2563.070463801,-0.4628636,-0.42166784,-1.9708298,-289.79355,-131.41835,-15.354224
2022-12-19 16:07:39.29519 +0300 EAT m=+2563.172823701,-0.045477323,0.047476877,-1.3099036,-198.99907,-80.86536,-11.319138
2022-12-19 16:07:39.396283 +0300 EAT m=+2563.273916701,0.52124274,0.6569452,-0.48938197,-87.20874,-17.168188,-6.414336
2022-12-19 16:07:39.4946263 +0300 EAT m=+2563.372260001,0.12029327,0.20742735,-1.155487,-179.17284,-67.6525,-10.560674
2022-12-19 16:07:39.5969446 +0300 EAT m=+2563.474578301,-0.59789145,-0.5387196,-2.178947,-316.88098,-148.83267,-16.704361
2022-12-19 16:07:39.6953536 +0300 EAT m=+2563.572987301,-0.69824874,-0.690581,-2.3947418,-349.24036,-162.62096,-18.057537
2022-12-19 16:07:39.797899 +0300 EAT m=+2563.675532701,-0.371827,-0.39460894,-2.0398257,-303.72623,-132.21632,-16.081543
2022-12-19 16:07:39.8988174 +0300 EAT m=+2563.776451101,0.013798573,0.07500728,-1.2733688,-196.17372,-75.874664,-11.12919
2022-12-19 16:07:40.0077163 +0300 EAT m=+2563.885350001,0.011357804,0.08789869,-1.2512105,-192.10268,-75.20861,-10.972398
2022-12-19 16:07:40.1030044 +0300 EAT m=+2563.980638101,0.27549475,0.3585939,-0.8139063,-133.73872,-40.058746,-8.191782
2022-12-19 16:07:40.1999276 +0300 EAT m=+2564.077561301,-0.82525873,-0.83663577,-2.5568557,-371.43457,-175.10527,-18.945604
2022-12-19 16:07:40.3008938 +0300 EAT m=+2564.178527501,-0.66266704,-0.62735033,-2.2734375,-330.38547,-155.5414,-17.218893
2022-12-19 16:07:40.4077811 +0300 EAT m=+2564.285414801,-0.80701,-0.71787924,-2.3494856,-336.25336,-165.95161,-17.50774
2022-12-19 16:07:40.5059285 +0300 EAT m=+2564.383562201,-0.44694567,-0.3480905,-1.8140472,-264.85522,-122.8402,-14.23106
2022-12-19 16:07:40.6154858 +0300 EAT m=+2564.493119501,-0.4196837,-0.31556442,-1.8074188,-264.45975,-121.81027,-14.28528
2022-12-19 16:07:40.7089962 +0300 EAT m=+2564.586629901,0.1500584,0.2507878,-1.0032966,-158.46082,-55.834408,-9.416147
2022-12-19 16:07:40.8101199 +0300 EAT m=+2564.687753601,-1.0096166,-0.95518285,-2.6841583,-383.88248,-189.89523,-19.566225
2022-12-19 16:07:40.9094734 +0300 EAT m=+2564.787107101,-0.8744512,-0.7612739,-2.3121066,-329.30865,-164.92317,-17.025742
2022-12-19 16:07:41.012815 +0300 EAT m=+2564.890448701,0.13386303,0.29404986,-0.8484268,-131.60023,-49.596924,-8.1923485
2022-12-19 16:07:41.115504 +0300 EAT m=+2564.993137701,-0.05747037,0.09097904,-1.2024821,-179.54268,-77.36123,-10.504462
2022-12-19 16:07:41.2109383 +0300 EAT m=+2565.088572001,-0.37226796,-0.25818604,-1.6034179,-235.7778,-106.88831,-12.745472
2022-12-19 16:07:41.3305416 +0300 EAT m=+2565.208175301,-0.22473136,-0.07012433,-1.2765915,-189.71973,-83.06357,-10.589919
