timestamp,Fx,Fy,Fz,Mx,My,Mz
2022-12-19 14:55:50.8851159 +0300 EAT m=+451.489698601,-0.30426896,-0.38952932,-0.39438644,-74.925644,-9.4356,-2.202743
2022-12-19 14:55:50.9830787 +0300 EAT m=+451.587661401,-0.3493423,-0.38742208,-0.49422318,-81.65495,-24.043016,-2.9882014
2022-12-19 14:55:51.0832641 +0300 EAT m=+451.687846801,-0.30284256,-0.31949422,-0.43069524,-70.54805,-21.559183,-2.6543663
2022-12-19 14:55:51.1865076 +0300 EAT m=+451.791090301,-0.108213626,-0.1397683,-0.10142933,-30.745161,9.04495,-0.51571834
2022-12-19 14:55:51.2945541 +0300 EAT m=+451.899136801,-0.05539344,-0.0988954,-0.014408112,-19.696384,16.602015,0.07225594
2022-12-19 14:55:51.3874196 +0300 EAT m=+451.992002301,-0.29749012,-0.302353,-0.40784216,-70.90939,-16.30838,-2.5379596
2022-12-19 14:55:51.4974375 +0300 EAT m=+452.102020201,-0.46605486,-0.5272365,-0.6548999,-109.40368,-30.660568,-3.925535
2022-12-19 14:55:51.5885557 +0300 EAT m=+452.193138401,-0.18157771,-0.1940723,-0.22331809,-45.983463,-1.7769402,-1.3466464
2022-12-19 14:55:51.6916641 +0300 EAT m=+452.296246801,-0.12804121,-0.14323421,-0.13336518,-34.96967,6.444286,-0.7667316
2022-12-19 14:55:51.797139 +0300 EAT m=+452.401721701,-0.1832069,-0.26442176,-0.2353246,-45.340572,-5.004214,-1.2230324
2022-12-19 14:55:51.8942062 +0300 EAT m=+452.498788901,-0.3567323,-0.43521962,-0.4826351,-85.70822,-17.522581,-2.7839644
2022-12-19 14:55:52.0090714 +0300 EAT m=+452.613654101,-0.23090622,-0.32521415,-0.28819853,-58.03112,-3.6244364,-1.5082906
2022-12-19 14:55:52.1017126 +0300 EAT m=+452.706295301,-0.2339839,-0.275028,-0.29577726,-58.410233,-4.852589,-1.7156826
2022-12-19 14:55:52.1946873 +0300 EAT m=+452.799270001,-0.15675494,-0.24794142,-0.15160356,-44.04308,11.597639,-0.6438195
2022-12-19 14:55:52.3004209 +0300 EAT m=+452.905003601,-0.1435744,-0.18585156,-0.17373152,-36.659786,-0.50393945,-0.9492503
2022-12-19 14:55:52.4016288 +0300 EAT m=+453.006211501,-0.14410995,-0.1339567,-0.17547907,-36.68051,-0.84378076,-1.1164061
2022-12-19 14:55:52.5008438 +0300 EAT m=+453.105426501,-0.2384997,-0.24436627,-0.35811847,-53.561733,-23.021757,-2.2406328
2022-12-19 14:55:52.6011531 +0300 EAT m=+453.205735801,-0.36353263,-0.3815403,-0.519898,-84.38096,-26.802296,-3.2118413
2022-12-19 14:55:52.7004941 +0300 EAT m=+453.305076801,-0.29261205,-0.30877364,-0.41713986,-68.05993,-21.148363,-2.5712416
2022-12-19 14:55:52.8116826 +0300 EAT m=+453.416265301,-0.25822946,-0.25722313,-0.3567074,-61.267498,-15.013602,-2.236823
2022-12-19 14:55:52.9189638 +0300 EAT m=+453.523546501,-0.2800673,-0.36347124,-0.3635779,-68.906815,-8.865501,-2.0167274
2022-12-19 14:55:53.0186732 +0300 EAT m=+453.623255901,-0.19755544,-0.30263576,-0.21863976,-52.596874,5.812777,-1.0281008
2022-12-19 14:55:53.1059234 +0300 EAT m=+453.710506101,-0.17919773,-0.24604833,-0.1962147,-47.93179,5.9529223,-1.0027486
2022-12-19 14:55:53.2128563 +0300 EAT m=+453.817439001,-0.034344144,-0.08484964,0.014085484,-14.640711,17.637926,0.27117494
2022-12-19 14:55:53.3137331 +0300 EAT m=+453.918315801,-0.29688367,-0.3412443,-0.39432007,-72.103935,-12.2325115,-2.329201
2022-12-19 14:55:53.4313749 +0300 EAT m=+454.035957601,-0.39873624,-0.45272875,-0.5740092,-92.15487,-30.60877,-3.4468045
2022-12-19 14:55:53.509404 +0300 EAT m=+454.113986701,-0.3681918,-0.43599397,-0.5003849,-88.224495,-18.799337,-2.927876
2022-12-19 14:55:53.6192605 +0300 EAT m=+454.223843201,-0.30923608,-0.3646163,-0.40900254,-75.28587,-12.193238,-2.3871524
2022-12-19 14:55:53.7115627 +0300 EAT m=+454.316145401,-0.2850198,-0.33997175,-0.37682518,-69.40588,-11.19199,-2.1876009
2022-12-19 14:55:53.8084587 +0300 EAT m=+454.413041401,-0.2297133,-0.27213594,-0.28406143,-58.010754,-2.7472212,-1.6351
2022-12-19 14:55:53.9114991 +0300 EAT m=+454.516081801,-0.29881418,-0.3426605,-0.38796657,-73.51376,-9.464207,-2.2861004
2022-12-19 14:55:54.0174058 +0300 EAT m=+454.621988501,-0.30563292,-0.37638494,-0.38354495,-76.59203,-5.4476237,-2.171099
2022-12-19 14:55:54.1113023 +0300 EAT m=+454.715885001,-0.285044,-0.33759955,-0.36699584,-70.45233,-8.043328,-2.1278696
2022-12-19 14:55:54.2169083 +0300 EAT m=+454.821491001,-0.30914083,-0.31434625,-0.42096174,-73.98748,-16.036097,-2.6175065
2022-12-19 14:55:54.329865 +0300 EAT m=+454.934447701,-0.41710308,-0.4686862,-0.57491904,-99.0937,-23.86483,-3.4465322
2022-12-19 14:55:54.437235 +0300 EAT m=+455.041817701,-0.28953996,-0.34841228,-0.37727544,-71.08968,-9.605677,-2.1756723
2022-12-19 14:55:54.5151274 +0300 EAT m=+455.119710101,-0.34328234,-0.4883005,-0.41193688,-88.01659,-0.114100195,-2.115726
2022-12-19 14:55:54.6262447 +0300 EAT m=+455.230827401,-0.41199845,-0.47721362,-0.58206284,-96.384735,-28.10435,-3.45841
2022-12-19 14:55:54.7252669 +0300 EAT m=+455.329849601,-0.47789574,-0.5208539,-0.6858144,-110.67692,-35.99324,-4.1810513
2022-12-19 14:55:54.8350266 +0300 EAT m=+455.439609301,-0.17748773,-0.253024,-0.2006757,-46.806114,3.871353,-1.0085572
2022-12-19 14:55:54.9239443 +0300 EAT m=+455.528527001,-0.047191955,-0.07012368,0.004895812,-18.59198,19.630568,0.13634774
2022-12-19 14:55:55.0210614 +0300 EAT m=+455.625644101,0.020118427,-0.044290725,0.13870068,-6.92972,36.570374,1.119338
2022-12-19 14:55:55.1445129 +0300 EAT m=+455.749095601,-0.14038727,-0.17707224,-0.1197798,-41.131947,15.505245,-0.6014043
2022-12-19 14:55:55.2217851 +0300 EAT m=+455.826367801,-0.34519944,-0.40185803,-0.45983487,-83.696754,-14.653053,-2.7023072
2022-12-19 14:55:55.3229052 +0300 EAT m=+455.927487901,-0.2712263,-0.3272229,-0.3450525,-67.47531,-6.328767,-1.9787029
2022-12-19 14:55:55.4253286 +0300 EAT m=+456.029911301,-0.31271356,-0.35505453,-0.41407642,-76.08242,-12.478463,-2.4577868
2022-12-19 14:55:55.5271412 +0300 EAT m=+456.131723901,-0.17924398,-0.18213041,-0.23351662,-44.013477,-5.924959,-1.4462423
2022-12-19 14:55:55.6318941 +0300 EAT m=+456.236476801,-0.23532364,-0.22463341,-0.32078016,-56.28512,-12.310734,-2.0382862
2022-12-19 14:55:55.7280166 +0300 EAT m=+456.332599301,-0.37243658,-0.37199202,-0.53403795,-86.2993,-27.903074,-3.356165
2022-12-19 14:55:55.8322322 +0300 EAT m=+456.436814901,-0.4236148,-0.45285016,-0.59378225,-99.5974,-27.38903,-3.6363075
2022-12-19 14:55:55.9324833 +0300 EAT m=+456.537066001,-0.3812885,-0.47651526,-0.5050359,-92.74999,-15.275801,-2.8683646
2022-12-19 14:55:56.0416422 +0300 EAT m=+456.646224901,-0.39080507,-0.37797096,-0.5748701,-89.02624,-33.904354,-3.6569507
2022-12-19 14:55:56.1316917 +0300 EAT m=+456.736274401,-0.30714804,-0.22976689,-0.46489328,-68.588615,-30.807247,-3.162877
2022-12-19 14:55:56.239152 +0300 EAT m=+456.843734701,-0.17611924,-0.0980248,-0.24604724,-41.494434,-11.10278,-1.774193
2022-12-19 14:55:56.3332995 +0300 EAT m=+456.937882201,-0.10711124,-0.13744761,-0.096987456,-30.791622,10.041494,-0.48995283
2022-12-19 14:55:56.4357534 +0300 EAT m=+457.040336101,-0.27423865,-0.34288827,-0.34983632,-68.12433,-6.705904,-1.971427
2022-12-19 14:55:56.5442569 +0300 EAT m=+457.148839601,-0.36938417,-0.40976226,-0.5081094,-87.86611,-20.802505,-3.060935
2022-12-19 14:55:56.6375223 +0300 EAT m=+457.242105001,-0.38474527,-0.39962092,-0.55672467,-88.6199,-30.437601,-3.4557998
2022-12-19 14:55:56.7385704 +0300 EAT m=+457.343153101,-0.1775263,-0.16996092,-0.22002397,-44.77929,-2.2715728,-1.3868128
2022-12-19 14:55:56.837766 +0300 EAT m=+457.442348701,-0.24259672,-0.24411686,-0.3242566,-58.704014,-10.638567,-2.020278
2022-12-19 14:55:56.9416734 +0300 EAT m=+457.546256101,-0.26325387,-0.2763058,-0.34719357,-64.195816,-10.054893,-2.1266754
2022-12-19 14:55:57.0482649 +0300 EAT m=+457.652847601,-0.029774794,-0.0018272274,0.003400447,-11.763101,12.495586,-0.0377932
2022-12-19 14:55:57.1417235 +0300 EAT m=+457.746306201,-0.15034871,-0.14450665,-0.16879077,-39.77581,3.6801455,-1.053509
2022-12-19 14:55:57.2408581 +0300 EAT m=+457.845440801,-0.19517744,-0.21564081,-0.24042988,-49.386803,-2.0349863,-1.4292483
2022-12-19 14:55:57.3695317 +0300 EAT m=+457.974114401,-0.389812,-0.34519678,-0.56342524,-89.853516,-30.622053,-3.6742358
2022-12-19 14:55:57.4581374 +0300 EAT m=+458.062720101,-0.3478024,-0.37785763,-0.4783217,-82.74305,-19.55293,-2.905056
2022-12-19 14:55:57.5473676 +0300 EAT m=+458.151950301,-0.1864704,-0.14661576,-0.24140431,-45.949036,-5.665568,-1.6214168
2022-12-19 14:55:57.6570578 +0300 EAT m=+458.261640501,-0.30709836,-0.36340585,-0.40291646,-75.10927,-11.068697,-2.344605
2022-12-19 14:55:57.7506166 +0300 EAT m=+458.355199301,-0.53195477,-0.55085444,-0.7900532,-120.38343,-48.57091,-4.921127
2022-12-19 14:55:57.8602217 +0300 EAT m=+458.464804401,-0.15797994,-0.1887839,-0.16072549,-43.549744,9.168965,-0.88421255
2022-12-19 14:55:57.9485584 +0300 EAT m=+458.553141101,-0.05847375,-0.10793165,-0.0013583986,-22.253181,21.947332,0.1809462
2022-12-19 14:55:58.0590599 +0300 EAT m=+458.663642601,-0.12120118,-0.081734344,-0.10994383,-34.821194,11.317565,-0.7748524
